ID,Attrition,Degree_Type,Achieved_Credit_Points,Attendance_Type,Age,Failed_Credit_Points,International_student,First_in_family,Gender,GPA,OP_Score,Socio_Economic_Status,Teaching _Period_Admitted,Faculty
813,Not Retained,Single,48,Full Time,19,0,Yes,Yes,F,5.75,9,High,SEM-1,CI Faculty
814,Retained,Single,144,Full Time,20,12,No,No,F,5,4,High,SEM-1,Faculty of Law
815,Retained,Single,96,Full Time,20,0,No,No,F,5.13,9,High,SEM-1,Faculty of Health
816,Retained,Single,0,Full Time,26,0,No,No,M,0,16,High,SEM-1,Faculty of Health
817,Retained,Single,84,Part Time,22,36,No,No,F,3.9,2,Low,SEM-2,Faculty of Health
818,Not Retained,Single,72,Full Time,21,48,No,Yes,M,3,23,Medium,SEM-1,Sci and Eng Faculty
819,Retained,Single,96,Full Time,19,0,No,Yes,F,5.38,10,High,SEM-1,CI Faculty
820,Retained,Single,60,Full Time,22,12,No,No,M,5.2,9,High,SEM-1,Sci and Eng Faculty
821,Retained,Single,84,Full Time,20,12,No,No,M,4.63,10,Medium,SEM-1,CI Faculty
822,Retained,Single,96,Full Time,21,0,No,Yes,F,6.25,12,Medium,SEM-1,Faculty of Education
823,Retained,Single,96,Full Time,22,0,No,No,F,5.75,8,Medium,SEM-1,Faculty of Health
824,Retained,Single,96,Full Time,25,0,No,Yes,F,5.63,13,High,SEM-1,Faculty of Health
825,Retained,Single,72,Full Time,19,24,No,Yes,F,4.13,11,Low,SEM-1,Faculty of Health
826,Retained,Single,24,Full Time,19,12,No,No,F,4.33,9,Low,SEM-2,CI Faculty
827,Retained,Single,36,Part Time,31,12,No,No,M,4.25,20,Low,SEM-1,Faculty of Health
828,Retained,Single,96,Full Time,19,0,No,No,M,6,3,High,SEM-1,Faculty of Health
829,Retained,Single,48,Full Time,22,72,Yes,Yes,F,3.67,19,High,SEM-1,Faculty of Health
830,Not Retained,Single,0,Full Time,19,96,No,No,M,1.13,7,High,SEM-1,QUT Business School
831,Retained,Double,84,Full Time,20,12,No,Yes,F,4.63,8,Medium,SEM-1,Sci and Eng Faculty
832,Retained,Single,144,Full Time,20,0,No,No,F,5.13,8,Medium,SEM-1,CI Faculty
833,Retained,Single,96,Full Time,19,0,No,Yes,M,4,9,Low,SEM-1,QUT Business School
834,Retained,Single,96,Full Time,20,0,No,No,F,5,11,Medium,SEM-1,Faculty of Health
835,Not Retained,Double,0,Full Time,19,0,No,No,F,0,11,Medium,SEM-1,Faculty of Health
836,Retained,Single,24,Full Time,20,72,No,No,F,2.63,6,Medium,SEM-1,Faculty of Law
837,Retained,Single,72,Full Time,23,0,No,Yes,F,5.67,14,Medium,SEM-1,Sci and Eng Faculty
838,Retained,Single,96,Full Time,19,0,No,No,F,6,3,High,SEM-1,QUT Business School
839,Retained,Single,96,Full Time,20,0,No,No,F,5.5,9,Medium,SEM-1,CI Faculty
840,Retained,Single,168,Full Time,22,0,No,No,F,5.15,21,Medium,SEM-1,CI Faculty
841,Retained,Single,36,Full Time,20,12,No,No,F,3.75,4,Medium,SEM-2,Faculty of Law
842,Retained,Single,96,Full Time,19,0,No,Yes,F,5.25,12,Low,SEM-1,CI Faculty
843,Retained,Single,108,Full Time,20,0,No,Yes,M,4.78,11,Medium,SEM-1,Sci and Eng Faculty
844,Retained,Single,84,Full Time,19,12,No,Yes,M,4.13,7,Medium,SEM-1,QUT Business School
845,Not Retained,Single,0,Full Time,19,0,No,Yes,M,0,15,Medium,SEM-1,QUT Business School
846,Retained,Single,156,Full Time,22,12,No,No,M,5.43,6,Medium,SEM-1,Sci and Eng Faculty
847,Retained,Single,0,Full Time,19,48,No,No,M,1,6,Medium,SEM-1,Sci and Eng Faculty
848,Retained,Single,96,Full Time,20,0,No,No,M,4.38,13,Medium,SEM-1,Sci and Eng Faculty
849,Not Retained,Single,0,Full Time,21,48,No,No,M,2.25,1,Medium,SEM-1,Faculty of Health
850,Retained,Single,192,Full Time,20,0,No,No,M,6,2,High,SEM-1,Sci and Eng Faculty
851,Retained,Single,60,Full Time,19,36,No,Yes,F,4.38,14,Medium,SEM-1,Sci and Eng Faculty
852,Not Retained,Single,48,Full Time,19,0,No,No,F,4.75,11,Low,SEM-1,Faculty of Health
853,Not Retained,Single,48,Full Time,25,0,No,No,F,5,25,Medium,SEM-1,CI Faculty
854,Retained,Single,96,Full Time,19,0,No,Yes,F,5.43,3,Low,SEM-1,Faculty of Health
855,Retained,Single,180,Full Time,21,24,No,Yes,F,4.29,11,Low,SEM-1,CI Faculty
856,Retained,Single,144,Full Time,21,0,No,Yes,F,5.75,6,Medium,SEM-1,Faculty of Health
857,Retained,Single,84,Full Time,24,0,No,No,M,6.71,8,Medium,SEM-1,QUT Business School
858,Not Retained,Single,48,Full Time,20,0,No,No,M,4.5,10,Medium,SEM-1,Sci and Eng Faculty
859,Retained,Single,96,Part Time,22,24,No,Yes,M,4,6,Medium,SEM-1,CI Faculty
860,Retained,Single,96,Full Time,19,0,No,No,F,4.88,8,Medium,SEM-1,Faculty of Law
861,Retained,Single,96,Full Time,31,0,Yes,No,F,6.57,16,High,SEM-1,Faculty of Health
862,Retained,Single,96,Full Time,19,0,No,Yes,F,4.63,19,Medium,SEM-1,CI Faculty
863,Retained,Single,96,Full Time,22,0,No,Yes,M,4.5,25,Medium,SEM-2,QUT Business School
864,Retained,Single,84,Full Time,19,12,No,Yes,M,4.25,12,Medium,SEM-1,Sci and Eng Faculty
865,Retained,Single,12,Full Time,19,36,No,Yes,M,2.25,13,Medium,SEM-1,Sci and Eng Faculty
866,Not Retained,Single,48,Full Time,19,48,No,Yes,M,3.5,13,High,SEM-1,Sci and Eng Faculty
867,Retained,Single,48,Full Time,19,0,No,Yes,M,5.5,7,Medium,SEM-2,Sci and Eng Faculty
868,Not Retained,Single,0,Full Time,20,36,No,Yes,M,1.67,5,Medium,SEM-1,Faculty of Law
869,Not Retained,Single,12,Full Time,19,36,No,Yes,M,2.25,11,High,SEM-1,CI Faculty
870,Retained,Single,96,Full Time,21,0,No,Yes,M,4.5,8,Medium,SEM-1,Faculty of Health
871,Retained,Single,108,Full Time,20,0,No,Yes,F,5.33,18,High,SEM-1,Faculty of Health
872,Retained,Single,0,Full Time,19,96,No,No,F,1,7,Low,SEM-1,QUT Business School
873,Retained,Single,96,Full Time,20,0,No,No,F,6,8,Medium,SEM-1,CI Faculty
874,Retained,Single,0,Full Time,25,0,No,Yes,F,0,7,Low,SEM-1,QUT Business School
875,Retained,Single,192,Full Time,22,0,No,No,F,4.69,8,Medium,SEM-2,Faculty of Health
876,Retained,Single,84,Full Time,19,12,No,Yes,F,4,13,Medium,SEM-1,QUT Business School
877,Retained,Single,168,Full Time,36,0,No,No,F,4.5,24,High,SEM-1,Faculty of Law
878,Retained,Single,48,Full Time,20,48,No,Yes,M,2.88,7,High,SEM-1,Sci and Eng Faculty
879,Retained,Single,96,Full Time,19,0,No,No,F,5.57,6,Medium,SEM-1,Faculty of Health
880,Retained,Double,96,Full Time,20,0,No,No,F,5.5,7,Low,SEM-1,Sci and Eng Faculty
881,Retained,Single,144,Full Time,21,0,Yes,No,M,4.5,22,Medium,SEM-2,QUT Business School
882,Retained,Single,144,Full Time,21,0,Yes,No,F,6,5,Medium,SEM-2,QUT Business School
883,Retained,Single,96,Full Time,22,0,Yes,No,M,5,10,Medium,SEM-1,Sci and Eng Faculty
884,Retained,Single,0,Full Time,19,0,No,No,M,0,17,Medium,SEM-1,Faculty of Health
885,Retained,Single,204,Full Time,26,12,Yes,No,M,4.25,24,Low,SEM-1,QUT Business School
886,Retained,Single,12,Full Time,19,24,No,Yes,M,3.33,8,High,SEM-1,QUT Business School
887,Retained,Single,96,Full Time,19,0,No,Yes,F,5,8,High,SEM-1,Faculty of Health
888,Retained,Single,96,Full Time,19,0,No,No,M,5.25,9,High,SEM-1,CI Faculty
889,Not Retained,Single,36,Full Time,19,60,No,No,M,2.75,7,Medium,SEM-1,QUT Business School
890,Retained,Single,72,Full Time,19,12,No,No,M,4.57,9,Medium,SEM-1,Sci and Eng Faculty
891,Retained,Single,96,Full Time,22,0,No,Yes,M,4.75,11,Low,SEM-1,Sci and Eng Faculty
892,Retained,Single,60,Full Time,19,48,No,No,M,3.75,1,Medium,SEM-2,QUT Business School
893,Retained,Single,96,Full Time,19,0,No,Yes,M,5.63,10,Medium,SEM-1,Sci and Eng Faculty
894,Retained,Single,96,Full Time,19,0,No,Yes,F,5.38,7,High,SEM-1,CI Faculty
895,Retained,Single,0,Part Time,20,24,No,Yes,M,1,18,Medium,SEM-2,Sci and Eng Faculty
896,Not Retained,Single,84,Full Time,19,12,No,Yes,M,4.13,12,Medium,SEM-1,CI Faculty
897,Retained,Single,36,Full Time,21,12,Yes,No,M,4,9,Low,SEM-2,Sci and Eng Faculty
898,Not Retained,Single,48,Full Time,19,0,No,No,M,4,12,Medium,SEM-1,Faculty of Law
899,Not Retained,Single,96,Full Time,20,0,No,No,M,5.13,6,Medium,SEM-1,CI Faculty
900,Retained,Single,204,Full Time,21,0,No,No,F,6.33,21,Medium,SEM-1,Faculty of Law
901,Not Retained,Single,0,Part Time,27,0,No,Yes,F,0,5,Medium,SEM-1,Sci and Eng Faculty
902,Not Retained,Single,36,Full Time,28,0,No,No,F,4,3,Low,SEM-1,Faculty of Health
903,Retained,Single,36,Full Time,21,24,No,Yes,F,3.8,12,Low,SEM-1,Faculty of Health
904,Retained,Single,96,Full Time,18,0,No,No,F,6,5,Medium,SEM-1,Faculty of Education
905,Retained,Single,144,Full Time,40,0,No,No,M,4.25,11,Medium,SEM-2,Faculty of Health
906,Retained,Single,96,Full Time,32,0,Yes,No,M,5,16,High,SEM-2,Faculty of Health
907,Retained,Single,36,Full Time,28,60,Yes,No,F,2.75,6,Medium,SEM-1,Faculty of Health
908,Retained,Single,144,Full Time,20,0,Yes,No,F,5.67,12,Medium,SEM-2,CI Faculty
909,Retained,Single,144,Full Time,21,0,No,No,F,5,10,Medium,SEM-2,Faculty of Health
910,Retained,Double,0,Full Time,44,0,No,No,F,0,4,High,SEM-1,Faculty of Health
911,Retained,Single,96,Full Time,19,0,No,No,M,4.63,9,High,SEM-1,CI Faculty
912,Retained,Single,96,Part Time,24,24,No,No,M,4,22,Medium,SEM-2,QUT Business School
913,Retained,Single,48,Full Time,23,0,Yes,No,F,5,13,Medium,SEM-2,Faculty of Health
914,Retained,Double,300,Full Time,27,0,No,Yes,M,5.23,3,High,SEM-1,Sci and Eng Faculty
915,Retained,Single,96,Full Time,28,0,No,No,M,6,9,High,SEM-1,Sci and Eng Faculty
916,Retained,Single,96,Full Time,19,0,No,Yes,M,5.38,2,High,SEM-1,Faculty of Health
917,Retained,Single,108,Full Time,20,0,No,No,F,6,5,Medium,SEM-1,CI Faculty
918,Retained,Double,108,Full Time,19,0,No,No,F,4.57,6,Medium,SEM-1,Faculty of Health
919,Not Retained,Single,0,Full Time,19,0,No,Yes,M,0,12,Medium,SEM-1,Sci and Eng Faculty
920,Not Retained,Single,0,Part Time,28,48,No,No,M,1,22,Medium,SEM-1,Sci and Eng Faculty
921,Not Retained,Single,0,Full Time,27,96,No,No,M,1,8,Medium,SEM-1,QUT Business School
922,Retained,Double,288,Full Time,21,0,No,Yes,M,6.38,2,Medium,SEM-2,Sci and Eng Faculty
923,Not Retained,Double,60,Full Time,33,24,No,Yes,M,3.71,23,Medium,SEM-1,Faculty of Health
924,Retained,Single,132,Full Time,22,12,Yes,No,F,3.75,23,High,SEM-2,QUT Business School
925,Retained,Single,192,Part Time,20,0,No,Yes,F,4.81,10,Medium,SEM-1,Faculty of Law
926,Not Retained,Single,0,Full Time,33,12,No,No,F,1,6,High,SEM-2,QUT Business School
927,Not Retained,Single,48,Full Time,20,0,No,No,F,5.25,18,Low,SEM-1,CI Faculty
928,Retained,Single,48,Full Time,20,48,Yes,No,F,3.14,6,Low,SEM-1,Faculty of Health
929,Not Retained,Single,96,Full Time,29,0,No,Yes,F,5.57,11,Low,SEM-1,Faculty of Health
930,Retained,Single,96,Full Time,22,0,Yes,No,F,4.5,15,Medium,SEM-1,CI Faculty
931,Retained,Single,24,Part Time,31,0,No,No,F,5,14,High,SEM-1,Faculty of Law
932,Retained,Single,180,Part Time,40,12,No,Yes,F,3.83,11,Low,SEM-1,Faculty of Health
933,Retained,Single,96,Full Time,19,0,No,No,F,4,21,Medium,SEM-1,Faculty of Health
934,Not Retained,Single,0,Part Time,29,0,No,Yes,F,0,20,High,SEM-1,Faculty of Law
935,Retained,Single,36,Full Time,24,0,No,No,F,6.33,7,Medium,SEM-1,Faculty of Health
936,Retained,Single,96,Full Time,19,0,No,No,F,5,7,Medium,SEM-1,Faculty of Education
937,Retained,Single,144,Full Time,22,12,Yes,No,F,3.5,3,Medium,SEM-2,QUT Business School
938,Retained,Single,84,Full Time,19,12,Yes,No,M,4.25,11,Low,SEM-1,QUT Business School
939,Retained,Single,96,Full Time,25,0,No,Yes,M,6.38,20,Medium,SEM-1,CI Faculty
940,Not Retained,Single,96,Full Time,21,0,No,No,M,5.25,16,Medium,SEM-1,Sci and Eng Faculty
941,Retained,Single,96,Full Time,33,0,No,No,M,4.63,13,Medium,SEM-1,CI Faculty
942,Retained,Single,96,Part Time,30,0,No,No,M,5.33,9,High,SEM-1,QUT Business School
943,Retained,Single,96,Full Time,22,0,No,Yes,M,5.75,25,Medium,SEM-1,CI Faculty
944,Retained,Single,48,Full Time,19,0,No,No,M,4.75,8,Medium,SEM-1,Sci and Eng Faculty
945,Not Retained,Single,180,Full Time,41,0,No,Yes,M,6.13,9,High,SEM-2,Sci and Eng Faculty
946,Retained,Single,96,Full Time,21,0,No,Yes,M,4.88,9,Medium,SEM-1,CI Faculty
947,Retained,Single,48,Part Time,33,0,No,No,M,6,18,Medium,SEM-1,Sci and Eng Faculty
948,Not Retained,Double,84,Full Time,21,0,No,No,M,5.25,9,Low,SEM-1,Sci and Eng Faculty
949,Retained,Single,96,Full Time,19,0,No,No,M,5,12,High,SEM-1,CI Faculty
950,Retained,Single,60,Part Time,19,24,No,No,M,3.71,9,High,SEM-1,Sci and Eng Faculty
951,Retained,Single,36,Part Time,35,0,No,No,M,4.67,20,Medium,SEM-2,QUT Business School
952,Retained,Single,96,Full Time,19,0,No,No,M,6.63,4,High,SEM-1,Sci and Eng Faculty
953,Retained,Single,36,Full Time,26,0,No,Yes,M,5.33,14,High,SEM-2,Sci and Eng Faculty
954,Retained,Single,96,Full Time,19,0,No,No,M,5.75,10,Medium,SEM-1,Faculty of Health
955,Retained,Single,96,Full Time,19,0,No,No,M,5.25,6,Medium,SEM-1,Sci and Eng Faculty
956,Retained,Single,84,Full Time,27,0,No,No,M,7,23,Medium,SEM-1,Faculty of Health
957,Retained,Single,96,Full Time,20,0,No,No,M,4.75,9,High,SEM-1,Faculty of Health
958,Retained,Single,96,Full Time,19,0,No,No,M,5.25,4,Low,SEM-1,Faculty of Health
959,Retained,Single,96,Full Time,24,0,No,Yes,M,5.67,19,High,SEM-1,Faculty of Health
960,Retained,Single,96,Full Time,19,0,No,Yes,M,4.63,12,High,SEM-1,QUT Business School
961,Retained,Single,168,Full Time,22,0,No,No,M,5.14,11,High,SEM-1,Faculty of Health
962,Retained,Double,96,Full Time,20,0,No,No,M,6.88,5,High,SEM-1,Sci and Eng Faculty
963,Retained,Single,144,Full Time,22,0,No,No,M,6,8,High,SEM-1,QUT Business School
964,Retained,Single,96,Full Time,20,0,No,No,M,6.25,9,High,SEM-1,Sci and Eng Faculty
965,Retained,Single,0,Full Time,29,36,No,Yes,M,1,13,Medium,SEM-1,Sci and Eng Faculty
966,Retained,Single,96,Full Time,19,0,No,No,M,4.5,10,Medium,SEM-1,QUT Business School
967,Retained,Double,168,Full Time,21,24,No,No,M,4.44,14,Medium,SEM-1,Faculty of Law
968,Retained,Single,96,Full Time,19,0,No,No,M,6.13,9,Medium,SEM-1,Sci and Eng Faculty
969,Retained,Single,144,Part Time,23,0,No,No,M,5.25,20,High,SEM-1,Faculty of Law
970,Retained,Single,60,Full Time,19,36,No,Yes,M,3.38,7,Low,SEM-1,QUT Business School
971,Retained,Single,96,Full Time,21,0,No,No,M,4.57,5,High,SEM-1,Faculty of Education
972,Not Retained,Single,84,Full Time,19,12,No,No,M,4.88,9,Medium,SEM-1,Faculty of Health
973,Not Retained,Single,48,Full Time,25,0,No,No,M,5.5,17,Medium,SEM-1,Sci and Eng Faculty
974,Retained,Double,180,Full Time,21,0,No,No,M,5.07,12,Medium,SEM-1,Sci and Eng Faculty
975,Retained,Single,96,Full Time,19,0,No,No,M,5.5,14,High,SEM-1,Sci and Eng Faculty
976,Retained,Single,96,Full Time,21,0,No,No,M,6,20,Medium,SEM-1,Sci and Eng Faculty
977,Retained,Single,96,Full Time,19,0,No,No,M,4.75,7,Medium,SEM-1,Faculty of Education
978,Retained,Single,96,Full Time,19,0,No,Yes,M,5.88,2,Medium,SEM-1,QUT Business School
979,Retained,Single,96,Part Time,32,0,No,Yes,M,0,11,Medium,SEM-1,Faculty of Law
980,Retained,Double,96,Full Time,20,12,No,No,M,4.38,25,Medium,SEM-1,Sci and Eng Faculty
981,Retained,Single,156,Full Time,21,12,No,No,M,4.57,9,High,SEM-2,Sci and Eng Faculty
982,Retained,Single,84,Full Time,19,12,No,No,M,4.5,12,High,SEM-1,Sci and Eng Faculty
983,Not Retained,Single,24,Full Time,21,0,No,No,M,5,17,High,SEM-1,QUT Business School
984,Retained,Single,96,Full Time,26,0,No,Yes,M,5.75,6,High,SEM-1,Faculty of Health
985,Not Retained,Single,48,Full Time,19,0,No,No,M,5,8,High,SEM-1,Faculty of Health
986,Retained,Single,96,Full Time,19,0,No,Yes,M,4.25,8,High,SEM-1,Faculty of Law
987,Retained,Single,36,Full Time,26,0,No,Yes,M,5.33,15,Medium,SEM-2,Sci and Eng Faculty
988,Retained,Single,48,Part Time,32,0,No,No,M,6.25,22,Low,SEM-1,QUT Business School
989,Retained,Single,96,Full Time,19,0,No,No,M,4.13,7,Medium,SEM-2,QUT Business School
990,Not Retained,Single,96,Full Time,19,0,No,No,M,4.25,9,High,SEM-1,Faculty of Health
991,Retained,Single,24,Full Time,23,48,No,No,M,2.5,12,High,SEM-1,CI Faculty
992,Retained,Single,48,Full Time,20,12,No,No,M,4.2,15,Low,SEM-1,Sci and Eng Faculty
993,Retained,Single,36,Full Time,22,12,No,Yes,M,4.5,11,Medium,SEM-2,Sci and Eng Faculty
994,Retained,Single,96,Full Time,19,0,No,No,M,4.38,11,High,SEM-1,Sci and Eng Faculty
995,Retained,Double,96,Full Time,19,0,No,Yes,M,4.75,7,High,SEM-1,Sci and Eng Faculty
996,Retained,Single,84,Full Time,19,12,No,No,M,4.5,9,High,SEM-1,Faculty of Health
997,Retained,Single,60,Full Time,19,24,No,Yes,M,4,8,Low,SEM-1,Faculty of Law
998,Retained,Single,96,Full Time,25,0,No,Yes,M,4.75,10,High,SEM-1,Faculty of Health
999,Retained,Single,144,Full Time,19,0,No,No,M,4.13,15,Medium,SEM-1,CI Faculty
1000,Retained,Single,96,Full Time,20,0,No,No,M,5.88,7,Medium,SEM-1,Sci and Eng Faculty
1001,Retained,Single,156,Full Time,28,0,No,Yes,M,6.2,1,Medium,SEM-1,Faculty of Law
1002,Retained,Single,96,Full Time,23,0,No,No,M,5.63,8,Low,SEM-1,CI Faculty
1003,Retained,Single,96,Full Time,20,0,No,Yes,M,5.5,5,Medium,SEM-2,CI Faculty
1004,Retained,Single,48,Part Time,20,24,No,Yes,M,3.67,11,High,SEM-2,Sci and Eng Faculty
1005,Retained,Single,96,Full Time,20,0,No,Yes,M,4.38,9,Medium,SEM-1,Sci and Eng Faculty
1006,Retained,Single,96,Part Time,19,0,No,Yes,M,5,8,High,SEM-1,Sci and Eng Faculty
1007,Retained,Single,96,Full Time,20,0,No,No,M,5.75,8,Medium,SEM-1,Sci and Eng Faculty
1008,Retained,Single,96,Full Time,19,0,No,Yes,M,5.88,9,Medium,SEM-1,Sci and Eng Faculty
1009,Retained,Single,96,Full Time,20,0,Yes,No,M,5.75,11,Medium,SEM-1,Faculty of Education
1010,Retained,Single,96,Full Time,19,0,No,Yes,M,6.25,6,Medium,SEM-2,Sci and Eng Faculty
1011,Retained,Single,72,Full Time,19,24,No,No,M,3.88,11,Medium,SEM-1,QUT Business School
1012,Retained,Single,84,Full Time,21,12,No,No,M,5.13,16,High,SEM-1,Sci and Eng Faculty
1013,Retained,Double,96,Full Time,19,0,No,No,M,6.25,10,Medium,SEM-1,Sci and Eng Faculty
1014,Retained,Single,72,Part Time,20,24,No,No,M,4,12,High,SEM-1,QUT Business School
1015,Retained,Single,96,Full Time,22,48,No,No,M,3,23,High,SEM-1,QUT Business School
1016,Retained,Single,36,Part Time,20,12,No,Yes,M,3.25,7,Medium,SEM-2,CI Faculty
1017,Retained,Single,0,Full Time,33,0,No,No,M,0,6,High,SEM-1,Sci and Eng Faculty
1018,Not Retained,Single,0,Full Time,25,36,No,No,M,2.67,18,Medium,SEM-2,Sci and Eng Faculty
1019,Retained,Single,108,Full Time,19,0,No,No,M,6.25,6,High,SEM-1,Faculty of Health
1020,Retained,Single,48,Full Time,20,48,No,No,M,2.5,8,Medium,SEM-1,CI Faculty
1021,Retained,Single,0,Full Time,21,60,No,Yes,M,1,14,High,SEM-1,Sci and Eng Faculty
1022,Retained,Single,0,Full Time,22,0,No,No,M,0,10,Medium,SEM-1,Faculty of Health
1023,Retained,Double,156,Full Time,20,36,No,Yes,M,4.13,12,Medium,SEM-1,Sci and Eng Faculty
1024,Retained,Double,108,Full Time,19,0,No,Yes,M,6.29,2,Medium,SEM-1,Faculty of Health
1025,Not Retained,Single,72,Full Time,19,0,No,No,M,4.83,5,Medium,SEM-2,CI Faculty
1026,Retained,Single,264,Full Time,24,36,No,No,M,3.88,11,High,SEM-2,Faculty of Law
1027,Retained,Single,96,Full Time,20,0,No,Yes,M,4.75,11,Medium,SEM-1,QUT Business School
1028,Retained,Single,84,Full Time,19,12,No,Yes,M,4.5,11,Medium,SEM-1,Sci and Eng Faculty
1029,Retained,Single,96,Full Time,20,0,Yes,No,M,5.5,5,High,SEM-1,Sci and Eng Faculty
1030,Retained,Single,96,Full Time,20,0,No,No,M,6.13,10,Medium,SEM-1,CI Faculty
1031,Not Retained,Single,24,Full Time,37,0,No,No,F,5,16,Medium,SEM-2,QUT Business School
1032,Retained,Single,180,Part Time,46,0,No,Yes,M,7,19,Medium,SEM-2,Sci and Eng Faculty
1033,Retained,Single,132,Full Time,30,0,No,No,F,4.67,25,High,SEM-1,Faculty of Health
1034,Retained,Single,144,Full Time,24,0,No,No,F,6.17,16,Low,SEM-1,CI Faculty
1035,Retained,Single,144,Full Time,20,0,No,Yes,F,4.71,4,High,SEM-1,CI Faculty
1036,Retained,Single,144,Full Time,22,0,No,No,F,6.33,4,Medium,SEM-1,CI Faculty
1037,Retained,Single,84,Full Time,21,0,No,No,F,6.29,24,Medium,SEM-1,CI Faculty
1038,Retained,Single,96,Full Time,19,0,No,No,F,6.13,6,Medium,SEM-1,Sci and Eng Faculty
1039,Not Retained,Single,96,Full Time,19,0,No,No,F,6.13,8,Medium,SEM-1,CI Faculty
1040,Not Retained,Single,48,Full Time,28,0,No,No,F,5.75,23,Medium,SEM-2,CI Faculty
1041,Retained,Single,96,Full Time,23,0,No,No,F,5.63,11,Medium,SEM-1,Faculty of Education
1042,Not Retained,Single,0,Full Time,20,48,No,No,F,1,22,Low,SEM-1,CI Faculty
1043,Retained,Single,84,Full Time,23,0,No,No,F,4.83,6,High,SEM-2,Faculty of Health
1044,Retained,Single,96,Full Time,21,0,Yes,No,F,5.88,1,Medium,SEM-1,CI Faculty
1045,Retained,Single,180,Full Time,21,0,No,No,F,6.18,5,High,SEM-1,QUT Business School
1046,Retained,Single,96,Full Time,19,0,No,No,F,6.25,3,Low,SEM-1,Faculty of Health
1047,Retained,Single,96,Full Time,19,0,No,Yes,F,5,10,Medium,SEM-1,Sci and Eng Faculty
1048,Retained,Single,96,Part Time,28,12,No,No,M,2,19,Medium,SEM-2,Faculty of Law
1049,Retained,Double,96,Full Time,19,0,No,Yes,M,6,2,Medium,SEM-1,Sci and Eng Faculty
1050,Retained,Single,96,Full Time,19,0,No,Yes,F,5.75,8,Medium,SEM-1,CI Faculty
1051,Not Retained,Single,0,Full Time,19,48,No,Yes,F,1,25,Medium,SEM-1,QUT Business School
1052,Not Retained,Single,0,Full Time,38,12,No,No,F,2,8,Medium,SEM-2,Faculty of Health
1053,Retained,Single,84,Full Time,19,0,No,Yes,F,5,10,High,SEM-2,CI Faculty
1054,Retained,Single,96,Full Time,19,0,No,No,F,5.13,5,Low,SEM-1,Faculty of Health
1055,Retained,Single,96,Full Time,22,0,No,Yes,F,5.86,8,Medium,SEM-1,Faculty of Health
1056,Retained,Single,180,Part Time,20,12,No,No,F,5.13,10,High,SEM-1,Faculty of Health
1057,Retained,Single,96,Full Time,26,0,No,No,F,6.13,7,High,SEM-1,CI Faculty
1058,Retained,Single,96,Full Time,21,0,No,No,F,6.38,10,High,SEM-1,Faculty of Education
1059,Retained,Single,96,Full Time,22,0,No,No,F,5.88,23,Medium,SEM-1,CI Faculty
1060,Not Retained,Single,36,Full Time,19,0,No,Yes,F,5.33,8,High,SEM-1,CI Faculty
1061,Retained,Single,156,Part Time,22,0,No,Yes,F,4.92,11,High,SEM-2,QUT Business School
1062,Retained,Single,96,Full Time,21,0,Yes,No,M,0,8,Medium,SEM-2,QUT Business School
1063,Not Retained,Single,96,Full Time,32,0,No,No,M,4.43,25,High,SEM-1,Faculty of Health
1064,Retained,Single,84,Full Time,21,12,No,No,F,4.88,16,Medium,SEM-1,Sci and Eng Faculty
1065,Retained,Single,48,Part Time,20,48,No,Yes,F,3.25,20,Low,SEM-1,Faculty of Health
1066,Not Retained,Single,0,Full Time,19,0,No,Yes,F,0,17,Medium,SEM-1,QUT Business School
1067,Retained,Single,0,Full Time,20,0,No,Yes,M,0,7,Low,SEM-1,CI Faculty
1068,Retained,Single,84,Full Time,19,12,No,No,M,4.25,11,Low,SEM-1,Faculty of Health
1069,Retained,Single,96,Full Time,22,0,No,Yes,M,6.75,11,High,SEM-1,QUT Business School
